"INCHIKEY","ClassyFy_Status","Kingdom","Superclass","Class","Subclass","Parent_Level_1","Parent_Level_2","Parent_Level_3","Parent_Level_4","Parent_Level_5","Parent_Level_6"
"PIGOPELHGLPKLL-UHFFFAOYNA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives","Alpha amino acids and derivatives","Alpha amino acids",NA,NA,NA
"PIJVFDBKTWXHHD-HIFRSBDPSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Indoles and derivatives","Pyrroloindoles","Pyrroloindoles",NA,NA,NA,NA,NA
"PIQVMFFSPOCAJY-XTQSDGFTSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Anilides","Aromatic anilides","Benzanilides",NA,NA,NA,NA
"PIRFDOCDTWKNTM-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Phenanthrenes and derivatives",NA,"Phenanthrenes and derivatives",NA,NA,NA,NA,NA
"PIWJSAMCEMZIDO-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Diterpenoids","Villanovane, atisane, trachylobane or helvifulvane diterpenoids","Atisane diterpenoids",NA,NA,NA,NA
"PIXYPRXKMCTYQV-UHFFFAOYNA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides","Cyclic peptides",NA,NA,NA,NA
"PIYIRGGWVHVHDV-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Diazanaphthalenes","Benzodiazines","Quinazolines","Quinazolinamines",NA,NA,NA,NA
"PJGBJPJEYMOHKG-WJFLDVDQSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoinositols","Phosphatidylinositols",NA,NA,NA,NA,NA
"PJHBZROILRCFRB-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Diterpenoids","Diterpenoids",NA,NA,NA,NA,NA
"PJHOFUXBXJNUAC-KTKRTIGZSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids",NA,NA,NA,NA,NA
"PJJGZPJJTHBVMX-UHFFFAOYSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Isoflavonoids","Isoflav-2-enes","Isoflavones",NA,NA,NA,NA,NA
"PJKLKBPCLORBPF-UHFFFAOYSA-O","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives","Alpha amino acids and derivatives","Alpha amino acids",NA,NA,NA
"PJQLSMYMOKWUJG-UHFFFAOYSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","O-methylated flavonoids","7-O-methylated flavonoids",NA,NA,NA,NA,NA
"PJSKCCANFAFYHW-UHFFFAOYSA-N","Completed","Organic compounds","Hydrocarbon derivatives","Tropones","Tropolones","Tropolones",NA,NA,NA,NA,NA
"PJXYUQMFTNTTLI-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Medium-chain fatty acids",NA,NA,NA,NA,NA
"PKKTXAMCHLIVDS-UHFFFAOYSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Coumarins and derivatives",NA,"Coumarins and derivatives",NA,NA,NA,NA,NA
"PKLGRWSJBLGIBF-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Benzodioxoles",NA,"Benzodioxoles",NA,NA,NA,NA,NA
"PKLYKXCZFIDRLH-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Steroid lactones","Cardenolides and derivatives","Cardenolide glycosides and derivatives",NA,NA,NA,NA
"PKRPFNXROFUNDE-UHFFFAOYNA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Coumarins and derivatives","Furanocoumarins","Linear furanocoumarins","Psoralens","5-methoxypsoralens",NA,NA,NA
"PKVDIPUFXQPYFG-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Steroidal glycosides","Steroidal saponins",NA,NA,NA,NA,NA
"PKXAQFKGSXYQJX-YMAMQOFZSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Lactones","Gamma butyrolactones","Gamma butyrolactones",NA,NA,NA,NA,NA
"PKZLCDIEFSFXDK-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Steroid lactones","Cardenolides and derivatives","Cardenolide glycosides and derivatives",NA,NA,NA,NA
"PLDCWKCPEXNWJH-ZETCQYMHSA-N","Completed","Organic compounds","Organic acids and derivatives","Peptidomimetics","Hybrid peptides","Hybrid peptides",NA,NA,NA,NA,NA
"PLDUPXSUYLZYBN-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Benzothiazines","Phenothiazines","Phenothiazines",NA,NA,NA,NA,NA
"PLGNVFSTPJUFKJ-UHFFFAOYNA-N","Completed","Organic compounds","Organoheterocyclic compounds","Isoindoles and derivatives","Isoindolines","Isoindolones",NA,NA,NA,NA,NA
"PLIKAWJENQZMHA-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Aniline and substituted anilines","Aniline and substituted anilines",NA,NA,NA,NA,NA
"PLOQCCJPPQJNFO-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Diterpenoids","Jatrophane and cyclojatrophane diterpenoids",NA,NA,NA,NA,NA
"PLQBKZOSLQNLOX-UHFFFAOYNA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","Flavonoid glycosides","Flavonoid O-glycosides","Flavonoid-7-O-glycosides",NA,NA,NA,NA
"PLWATUDVSHFEQM-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Steroidal glycosides","Steroidal saponins",NA,NA,NA,NA,NA
"PLYQBXHVYUJNQB-BZVDQRPCSA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Monosaccharides","Hexoses","Glucosinolates","Alkylglucosinolates",NA,NA
"PMASHCSCTWXVAE-UHFFFAOYSA-N","Failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PMATZTZNYRCHOR-KMSBSJHKSA-N","Completed","Organic compounds","Organic acids and derivatives","Peptidomimetics","Peptoid-peptide hybrids","Cyclosporins",NA,NA,NA,NA,NA
"PMHURSZHKKJGBM-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Methoxybenzenes","Dimethoxybenzenes",NA,NA,NA,NA,NA
"PMKJGGBYYNEYPA-UHFFFAOYNA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Trifluoromethylbenzenes","Trifluoromethylbenzenes",NA,NA,NA,NA,NA
"PMKXOQVXLVOSJT-ZCYQVOJMSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives","Alpha amino acids and derivatives","Methionine and derivatives",NA,NA,NA
"PMNXSKPOTHZRLG-UHFFFAOYSA-N","Failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PMRDPCAGHFQFMZ-NJNCEADSSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Cinnamic acids and derivatives","Hydroxycinnamic acids and derivatives","Hydroxycinnamic acids and derivatives",NA,NA,NA,NA,NA
"PMTDHEPUPHYRST-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Steroidal glycosides","Steroidal saponins",NA,NA,NA,NA,NA
"PMTSPAGBAFCORP-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Steroid lactones","Cardenolides and derivatives","Cardenolide glycosides and derivatives",NA,NA,NA,NA
"PMWFORPJUWEXBG-UHFFFAOYNA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Glycosyl compounds","Cyanogenic glycosides",NA,NA,NA,NA
"PMZDQRJGMBOQBF-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Quinolines and derivatives","Quinolones and derivatives","Hydroquinolones",NA,NA,NA,NA,NA
"PNCPYILNMDWPEY-UHFFFAOYNA-N","Completed","Organic compounds","Organoheterocyclic compounds","Indoles and derivatives","Indolecarboxylic acids and derivatives","Indolecarboxamides and derivatives",NA,NA,NA,NA,NA
"PNDDYPOQKFXUHY-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene lactones","Diterpene lactones",NA,NA,NA,NA,NA
"PNJDFZNVNWQTFD-UHFFFAOYNA-N","Completed","Organic compounds","Organoheterocyclic compounds","Indoles and derivatives","Pyrroloindoles","Pyrroloindoles",NA,NA,NA,NA,NA
"PNKLMTPXERFKEN-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Sesquiterpenoids","Trichothecenes",NA,NA,NA,NA,NA
"PNRVAHOSWLWYPO-UHFFFAOYNA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Tannins","Hydrolyzable tannins","Hydrolyzable tannins",NA,NA,NA,NA,NA
"PNTWXEIQXBRCPS-CLKGFSLHSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Coumarins and derivatives","Pyranocoumarins","Angular pyranocoumarins",NA,NA,NA,NA,NA
"PNXDKJJICWAFME-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids",NA,NA,NA,NA,NA
"POCJVFDFEBOVMF-SSEXGKCCSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Neoflavonoids","Neoflavones","Neoflavones",NA,NA,NA,NA,NA
"POGJNMOVQNQIGY-UHFFFAOYSA-N","Completed","Organic compounds","Organic acids and derivatives","Organic sulfonic acids and derivatives","Organosulfonic acids and derivatives","Organosulfonic acids",NA,NA,NA,NA,NA
"POJWUDADGALRAB-UHFFFAOYNA-N","Completed","Organic compounds","Organoheterocyclic compounds","Azoles","Imidazoles","Imidazoles",NA,NA,NA,NA,NA
"PONPPNYZKHNPKZ-BAHCCNBTSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Naphthopyrans","Naphthopyranones","Naphthopyranone glycosides",NA,NA,NA,NA,NA
"POQDCIZTLNSNHW-HNQUOIGGSA-N","Completed","Organic compounds","Organic acids and derivatives","Organic sulfonic acids and derivatives","Organosulfonic acids and derivatives","Organosulfonic acids",NA,NA,NA,NA,NA
"PORQOHRXAJJKGK-UHFFFAOYSA-N","Completed","Organic compounds","Organohalogen compounds","Aryl halides","Aryl chlorides","Aryl chlorides",NA,NA,NA,NA,NA
"POULHZVOKOAJMA-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Medium-chain fatty acids",NA,NA,NA,NA,NA
"POVCYOFRCMBMKD-LMNIDFBRSA-N","Completed","Organic compounds","Lignans, neolignans and related compounds","Flavonolignans",NA,"Flavonolignans",NA,NA,NA,NA,NA
"POWISKNFFRUCCW-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Steroidal glycosides","Steroidal saponins",NA,NA,NA,NA,NA
"POXKBPUNCDMQMW-YLVJLNSGSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Benzopyrans","1-benzopyrans","Dibenzopyrans","Xanthenes","Xanthones",NA,NA,NA
"POYUZVAGWZVXKD-UHFFFAOYNA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","Flavonoid glycosides","Flavonoid O-glycosides","Flavonoid-7-O-glycosides",NA,NA,NA,NA
"PPBRXRYQALVLMV-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Styrenes","Styrenes",NA,NA,NA,NA,NA
"PPCBHTAMQFLZHZ-NKVRVIBCSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Diterpenoids","Diterpenoids",NA,NA,NA,NA,NA
"PPDYNVKBDBQLEM-RMXYKXGFSA-N","No Data Available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PPGUUDJMTMGALC-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Oxepanes",NA,"Oxepanes",NA,NA,NA,NA,NA
"PPRFIMGXDRYLGD-UHFFFAOYSA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbonyl compounds","Ketones","Aryl ketones","Phenylketones","Alkyl-phenylketones",NA,NA
"PPUVIGSDWLRHCY-PSOPSSQASA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene lactones","Terpene lactones",NA,NA,NA,NA,NA
"PQCLUXROBSBPIN-YDFGWWAZSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Imidazopyrimidines","Purines and purine derivatives","Xanthines",NA,NA,NA,NA,NA
"PQDRCVHHJPMGKO-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Benzimidazoles",NA,"Benzimidazoles",NA,NA,NA,NA,NA
"PQEKQMDZALBFHY-UHFFFAOYSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides","Oligopeptides",NA,NA,NA,NA
"PQFDQAVNOYPOPD-ICFOKQHNSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives","Alpha amino acids and derivatives",NA,NA,NA,NA
"PQGCEDQWHSBAJP-UHFFFAOYNA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Monosaccharides","Pentoses","Pentose phosphates",NA,NA,NA
"PQHNJDATPYXLIX-GFBDJRIRSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Cinnamic acids and derivatives","Hydroxycinnamic acids and derivatives","Coumaric acids and derivatives",NA,NA,NA,NA,NA
"PQHZSWZPVGHDEZ-UIQTUGNFSA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Aminosaccharides","Aminoglycosides","Aminocyclitol glycosides",NA,NA,NA
"PQLXHQMOHUQAKB-UHFFFAOYSA-N","Completed","Organic compounds","Organic nitrogen compounds","Organonitrogen compounds","Quaternary ammonium salts","Cholines","Phosphocholines",NA,NA,NA,NA
"PQOVWWZVVIGRPP-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Steroidal glycosides","Steroidal saponins","Cucurbitacin glycosides",NA,NA,NA,NA
"PQPRTPXWQQQKJC-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Lineolic acids and derivatives","Lineolic acids and derivatives",NA,NA,NA,NA,NA
"PQQRNPDHSJDAGV-UHFFFAOYSA-N","Completed","Organic compounds","Lignans, neolignans and related compounds","Lignan glycosides",NA,"Lignan glycosides",NA,NA,NA,NA,NA
"PQTBTIFWAXVEPB-UHFFFAOYSA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbonyl compounds","Ketones","Aryl ketones","Phenylketones","Alkyl-phenylketones","Benzoylcyclohexane-1,3-diones",NA
"PQTOILJDEFIHNC-UHFFFAOYSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides","Oligopeptides",NA,NA,NA,NA
"PRAUVHZJPXOEIF-PHCWQIJGSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Triterpenoids","Triterpenoids",NA,NA,NA,NA,NA
"PRJKNHOMHKJCEJ-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Azoles","Imidazoles","Substituted imidazoles","Imidazolyl carboxylic acids and derivatives",NA,NA,NA,NA
"PRLIBGCRDRLDIL-UHFFFAOYSA-N","Completed","Organic compounds","Organosulfur compounds","Sulfonyls","Sulfones","Sulfones",NA,NA,NA,NA,NA
"PROSKKGJMJHHFL-UHFFFAOYSA-N","Completed","Organic compounds","Organic acids and derivatives","Organic sulfonic acids and derivatives","Organosulfonic acids and derivatives","Organosulfonic acids",NA,NA,NA,NA,NA
"PRQWQWSKFNQAOG-UHFFFAOYSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","Biflavonoids and polyflavonoids","Biflavonoids and polyflavonoids",NA,NA,NA,NA,NA
"PRUGWHGQBHEDAX-QXONSOMPSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Benzopyrazoles","Indazoles","Indazoles",NA,NA,NA,NA,NA
"PRXFPPAVWQDTHT-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Diterpenoids","Diterpenoids",NA,NA,NA,NA,NA
"PSFDQSOCUJVVGF-UHFFFAOYSA-N","Completed","Organic compounds","Alkaloids and derivatives","Harmala alkaloids",NA,"Harmala alkaloids",NA,NA,NA,NA,NA
"PSIFNNKUMBGKDQ-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Biphenyls and derivatives","Biphenyls and derivatives",NA,NA,NA,NA,NA
"PSOUXXNNRFNUAY-JLXGCTMESA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","Triterpene glycosides","Triterpene saponins",NA,NA,NA,NA
"PSZBCORWZMVATQ-ZZTUNRACNA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","Flavonoid glycosides","Flavonoid O-glycosides","Flavonoid-7-O-glycosides",NA,NA,NA,NA
"PTBQWWHUOMDVFS-UHFFFAOYSA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbonyl compounds","Ketones","Aryl ketones","Phenylketones","Alkyl-phenylketones",NA,NA
"PTCGDEVVHUXTMP-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Anilides","Aromatic anilides","Benzanilides",NA,NA,NA,NA
"PTDAHAWQAGSZDD-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","Triterpene glycosides","Triterpene saponins",NA,NA,NA,NA
"PTDAHAWQAGSZDD-VJQGOKKYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","Triterpene glycosides","Triterpene saponins",NA,NA,NA,NA
"PTIDGSWTMLSGAH-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Benzopyrans","1-benzopyrans","2,2-dimethyl-1-benzopyrans",NA,NA,NA,NA,NA
"PTJFJXLGRSTECQ-PSPARDEHSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids","Leukotrienes",NA,NA,NA,NA,NA
"PTNLHDGQWUGONS-UHFFFAOYSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Cinnamyl alcohols",NA,"Cinnamyl alcohols",NA,NA,NA,NA,NA
"PTPHDVKWAYIFRX-UHFFFAOYSA-N","Completed","Organic compounds","Alkaloids and derivatives","Protoberberine alkaloids and derivatives",NA,"Protoberberine alkaloids and derivatives",NA,NA,NA,NA,NA
"PTRNIKCPQNPOSZ-UHFFFAOYSA-N","Completed","Organic compounds","Organic acids and derivatives","Peptidomimetics","Depsipeptides","Cyclic depsipeptides",NA,NA,NA,NA,NA
"PTTHZFHYUGPBTR-IPHUKPHRSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Macrolactams",NA,"Macrolactams",NA,NA,NA,NA,NA
"PTUBUBVQXWVBPI-QJCKQCIOSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","Flavonoid glycosides","Flavonoid O-glycosides","Flavonoid-3-O-glycosides",NA,NA,NA,NA
"PTYKSEHNIOQJNZ-UHFFFAOYSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Isoflavonoids","Isoflavans","Isoflavanones","6-prenylated isoflavanones",NA,NA,NA,NA
"PUETUDUXMCLALY-UHFFFAOYNA-N","Completed","Organic compounds","Lignans, neolignans and related compounds","Dibenzylbutane lignans","Dibenzylbutanediol lignans","Dibenzylbutanediol lignans",NA,NA,NA,NA,NA
"PUFQVTATUTYEAL-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Quinolines and derivatives","Quinolones and derivatives","Quinolones and derivatives",NA,NA,NA,NA,NA
"PUHCEECKGNWXGS-UHFFFAOYSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides","Oligopeptides",NA,NA,NA,NA
"PUIAUUSJWDDCLR-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Saccharolipids",NA,"Saccharolipids",NA,NA,NA,NA,NA
"PULWZCUZNRVAHT-PUAFOYDXSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Diterpenoids","Aconitane-type diterpenoid alkaloids",NA,NA,NA,NA,NA
"PUMXWMGECQIOGB-SMSDQXDJSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Sesquiterpenoids","Trichothecenes",NA,NA,NA,NA,NA
"PUOQHFWXBKTHST-MPLMROMBSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","Triterpene glycosides","Triterpene saponins",NA,NA,NA,NA
"PUOQHFWXBKTHST-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","Triterpene glycosides","Triterpene saponins",NA,NA,NA,NA
"PUYXTUJWRLOUCW-UHFFFAOYNA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Ethers","Acetals","Ketals",NA,NA,NA,NA
"PVAMXWLZJKTXFW-VQMOFDJESA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Steroid lactones","Cardenolides and derivatives",NA,NA,NA,NA,NA
"PVAWVKQDYYTSIE-UHFFFAOYNA-N","Completed","Organic compounds","Organic acids and derivatives","Peptidomimetics","Depsipeptides","Cyclic depsipeptides",NA,NA,NA,NA,NA
"PVEVXUMVNWSNIG-UHFFFAOYNA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Benzoic acids and derivatives","Acylaminobenzoic acid and derivatives",NA,NA,NA,NA,NA
"PVNIIMVLHYAWGP-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Pyridines and derivatives","Pyridinecarboxylic acids and derivatives","Pyridinecarboxylic acids",NA,NA,NA,NA,NA
"PVNIQBQSYATKKL-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Glycerolipids","Triradylcglycerols","Triacylglycerols",NA,NA,NA,NA,NA
"PVPDIJGSCANSAG-SRJJTFDTSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Diarylheptanoids","Linear diarylheptanoids","Curcuminoids",NA,NA,NA,NA,NA
"PVPFNLNLTHQHNC-UHFFFAOYSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Linear 1,3-diarylpropanoids","Chalcones and dihydrochalcones","Retrochalcones",NA,NA,NA,NA,NA
"PVSIWGFKCZWYGE-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty alcohols","Fatty alcohols",NA,NA,NA,NA,NA
"PVXPPJIGRGXGCY-UHFFFAOYNA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Glycosyl compounds","O-glycosyl compounds",NA,NA,NA,NA
"PWAACAMQKVIVPZ-UHFFFAOYSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Isoflavonoids","Pyranoisoflavonoids","Pyranoisoflavonoids",NA,NA,NA,NA,NA
"PWAOOJDMFUQOKB-DQASNDRCSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","Triterpene glycosides","Triterpene saponins",NA,NA,NA,NA
"PWAOOJDMFUQOKB-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Triterpenoids","Triterpenoids",NA,NA,NA,NA,NA
"PWAOOJDMFUQOKB-WCZZMFLVSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","Triterpene glycosides","Triterpene saponins",NA,NA,NA,NA
"PWBBJQOVCTWPIM-LGFBOSHVNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoserines","Phosphatidylserines",NA,NA,NA,NA,NA
